"Name","CombinedTempDiskAndCachedWriteBytesPerSecond","HyperVGenerations","MemoryGBFlattened","EncryptionAtHostSupported","PremiumIO","Tier","CpuArchitectureType","Size","MaxResourceVolumeMB","MaxDataDiskCount","CombinedTempDiskAndCachedReadBytesPerSecond","CombinedTempDiskAndCachedIOPS","RdmaEnabled","cpuToRamRatio","vCPUsPerCore","ACUs","MaxNetworkInterfaces","vCPUsAvailable","MemoryPreservingMaintenanceSupported","retailPrice","retailPriceFlattened","vCPUs","EphemeralOSDiskSupported","MemoryGB","CapacityReservationSupported","LowPriorityCapable","AcceleratedNetworkingEnabled","VMDeploymentTypes","OSVhdSizeMB"
"Standard_G5","786432000","V1","44800","False","False","Standard","x64","G5","6291456","64","1572864000","96000","False","14","1","180","8","32","False","8.78","87800","32","False","448","False","True","False","IaaS,PaaS","1047552"
"Standard_GS1","104857600","V1,V2","2800","True","True","Standard","x64","GS1","57344","8","104857600","10000","False","14","1","180","2","2","False","0.61","6100","2","True","28","False","True","False","IaaS","1047552"
"Standard_GS2","209715200","V1,V2","5600","True","True","Standard","x64","GS2","114688","16","209715200","20000","False","14","1","180","2","4","False","1.22","12200","4","True","56","False","True","False","IaaS","1047552"
"Standard_GS3","419430400","V1,V2","11200","True","True","Standard","x64","GS3","229376","32","419430400","40000","False","14","1","180","4","8","False","2.44","24400","8","True","112","False","True","False","IaaS","1047552"
"Standard_GS4","838860800","V1,V2","22400","True","True","Standard","x64","GS4","458752","64","838860800","80000","False","14","1","180","8","16","False","4.88","48800","16","True","224","False","True","False","IaaS","1047552"
"Standard_GS4-4","838860800","V1,V2","22400","True","True","Standard","x64","GS4-4","458752","64","838860800","80000","False","14","1","180","8","4","False","4.88","48800","16","True","224","False","True","False","IaaS","1047552"
"Standard_GS4-8","838860800","V1,V2","22400","True","True","Standard","x64","GS4-8","458752","64","838860800","80000","False","14","1","180","8","8","False","4.88","48800","16","True","224","False","True","False","IaaS","1047552"
"Standard_GS5","1677721600","V1,V2","44800","True","True","Standard","x64","GS5","917504","64","1677721600","160000","False","14","1","180","8","32","False","8.78","87800","32","True","448","False","True","False","IaaS","1047552"
"Standard_GS5-16","1677721600","V1,V2","44800","True","True","Standard","x64","GS5-16","917504","64","1677721600","160000","False","14","1","180","8","16","False","8.78","87800","32","True","448","False","True","False","IaaS","1047552"
"Standard_GS5-8","1677721600","V1,V2","44800","True","True","Standard","x64","GS5-8","917504","64","1677721600","160000","False","14","1","180","8","8","False","8.78","87800","32","True","448","False","True","False","IaaS","1047552"
"Standard_L16s","838860800","V1,V2","12800","True","True","Standard","x64","L16s","2874368","64","838860800","80000","False","8","1","180","8","16","False","2.182","21820","16","True","128","False","True","False","IaaS","1047552"
"Standard_L32s","1677721600","V1,V2","25600","True","True","Standard","x64","L32s","5765120","64","1677721600","160000","False","8","1","180","8","32","False","4.365","43650","32","True","256","False","True","False","IaaS","1047552"
"Standard_L4s","209715200","V1,V2","3200","True","True","Standard","x64","L4s","694272","16","209715200","20000","False","8","1","180","2","4","False","0.546","5460","4","True","32","False","True","False","IaaS","1047552"
"Standard_L8s","419430400","V1,V2","6400","True","True","Standard","x64","L8s","1421312","32","419430400","40000","False","8","1","180","4","8","False","1.091","10910","8","True","64","False","True","False","IaaS","1047552"
"Standard_M128","1677721600","V1,V2","200000","True","True","Standard","x64","M128","16384000","64","1677721600","250000","False","16","2","160","8","128","False","19.226","192260","128","True","2000","False","True","True","IaaS","1047552"
"Standard_M128-32ms","1677721600","V1,V2","380000","True","True","Standard","x64","M128-32ms","4096000","64","1677721600","160000","False","30","2","160","8","32","False","35.814","358140","128","True","3800","False","True","True","IaaS","1047552"
"Standard_M128-64ms","1677721600","V1,V2","380000","True","True","Standard","x64","M128-64ms","4096000","64","1677721600","160000","False","30","2","160","8","64","False","35.814","358140","128","True","3800","False","True","True","IaaS","1047552"
"Standard_M128m","1677721600","V1,V2","380000","True","True","Standard","x64","M128m","16384000","64","1677721600","250000","False","30","2","160","8","128","False","35.814","358140","128","True","3800","False","True","True","IaaS","1047552"
"Standard_M128ms","1677721600","V1,V2","380000","True","True","Standard","x64","M128ms","4096000","64","1677721600","160000","False","30","2","160","8","128","False","35.814","358140","128","True","3800","False","True","True","IaaS","1047552"
"Standard_M128s","1677721600","V1,V2","200000","True","True","Standard","x64","M128s","4096000","64","1677721600","160000","False","16","2","160","8","128","False","19.226","192260","128","True","2000","False","True","True","IaaS","1047552"
"Standard_M16-4ms","209715200","V1,V2","43750","True","True","Standard","x64","M16-4ms","512000","16","209715200","20000","False","28","2","160","2","4","False","4.2138","42138","16","True","437.5","False","True","True","IaaS","1047552"
"Standard_M16-8ms","209715200","V1,V2","43750","True","True","Standard","x64","M16-8ms","512000","16","209715200","20000","False","28","2","160","2","8","False","4.2138","42138","16","True","437.5","False","True","True","IaaS","1047552"
"Standard_M16ms","209715200","V1,V2","43750","True","True","Standard","x64","M16ms","512000","16","209715200","20000","False","28","2","160","8","16","False","4.2138","42138","16","True","437.5","False","True","True","IaaS","1047552"
"Standard_M32-16ms","419430400","V1,V2","87500","True","True","Standard","x64","M32-16ms","1024000","32","419430400","40000","False","28","2","160","8","16","False","8.4276","84276","32","True","875","False","True","True","IaaS","1047552"
"Standard_M32-8ms","419430400","V1,V2","87500","True","True","Standard","x64","M32-8ms","1024000","32","419430400","40000","False","28","2","160","8","8","False","8.4276","84276","32","True","875","False","True","True","IaaS","1047552"
"Standard_M32ls","419430400","V1,V2","25600","True","True","Standard","x64","M32ls","1024000","32","419430400","40000","False","8","2","160","8","32","False","4.345","43450","32","True","256","False","True","True","IaaS","1047552"
"Standard_M32ms","419430400","V1,V2","87500","True","True","Standard","x64","M32ms","1024000","32","419430400","40000","False","28","2","160","8","32","False","8.4276","84276","32","True","875","False","True","True","IaaS","1047552"
"Standard_M32ts","419430400","V1,V2","19200","True","True","Standard","x64","M32ts","1024000","32","419430400","40000","False","6","2","160","8","32","False","4.179","41790","32","True","192","False","True","True","IaaS","1047552"
"Standard_M64","838860800","V1,V2","100000","True","True","Standard","x64","M64","8192000","64","838860800","80000","False","16","2","160","8","64","False","9.613","96130","64","True","1000","False","True","True","IaaS","1047552"
"Standard_M64-16ms","838860800","V1,V2","175000","True","True","Standard","x64","M64-16ms","2048000","64","838860800","80000","False","28","2","160","8","16","False","14.641","146410","64","True","1750","False","True","True","IaaS","1047552"
"Standard_M64-32ms","838860800","V1,V2","175000","True","True","Standard","x64","M64-32ms","2048000","64","838860800","80000","False","28","2","160","8","32","False","14.641","146410","64","True","1750","False","True","True","IaaS","1047552"
"Standard_M64ls","838860800","V1,V2","51200","True","True","Standard","x64","M64ls","2048000","64","838860800","80000","False","8","2","160","8","64","False","8.359","83590","64","True","512","False","True","True","IaaS","1047552"
"Standard_M64m","838860800","V1,V2","175000","True","True","Standard","x64","M64m","8192000","64","838860800","80000","False","28","2","160","8","64","False","14.641","146410","64","True","1750","False","True","True","IaaS","1047552"
"Standard_M64ms","838860800","V1,V2","175000","True","True","Standard","x64","M64ms","2048000","64","838860800","80000","False","28","2","160","8","64","False","14.641","146410","64","True","1750","False","True","True","IaaS","1047552"
"Standard_M64s","838860800","V1,V2","100000","True","True","Standard","x64","M64s","2048000","64","838860800","80000","False","16","2","160","8","64","False","9.613","96130","64","True","1000","False","True","True","IaaS","1047552"
"Standard_M8-2ms","104857600","V1,V2","21875","True","True","Standard","x64","M8-2ms","256000","8","104857600","10000","False","28","2","160","2","2","False","2.1069","21069","8","True","218.75","False","True","True","IaaS","1047552"
"Standard_M8-4ms","104857600","V1,V2","21875","True","True","Standard","x64","M8-4ms","256000","8","104857600","10000","False","28","2","160","2","4","False","2.1069","21069","8","True","218.75","False","True","True","IaaS","1047552"
"Standard_M8ms","104857600","V1,V2","21875","True","True","Standard","x64","M8ms","256000","8","104857600","10000","False","28","2","160","4","8","False","2.1069","21069","8","True","218.75","False","True","True","IaaS","1047552"
